Company,Company response to consumer,Complaint ID,Consumer consent provided?,Consumer disputed?,Date Received,Date Submitted,Issue,Product,State,Sub-issue,Sub-product,Submitted via,Timely response?,ZIP code,Bottom of Gauge,complaints,Top of Gauge
Cumulus Financial,Closed with monetary relief,1318618,N/A,No,08-04-2015,06-04-2015,Using a debit or ATM card,Bank account or service,CA,Unknown,Checking account,Referral,Yes,93535,0,1,1
Cumulus Financial,Closed with monetary relief,1810891,N/A,No,02-03-2016,01-03-2016,Using a debit or ATM card,Bank account or service,CA,Unknown,Checking account,Referral,Yes,92337,0,1,1
Cumulus Financial,Closed with monetary relief,2035174,N/A,No,02-08-2016,29-07-2016,Using a debit or ATM card,Bank account or service,CA,Unknown,Checking account,Referral,Yes,92311,0,1,1
Cumulus Financial,Closed with monetary relief,2239614,N/A,No,08-12-2016,07-12-2016,Using a debit or ATM card,Bank account or service,CA,Unknown,Checking account,Referral,Yes,90026,0,1,1
Cumulus Financial,Closed with monetary relief,2249921,N/A,No,15-12-2016,15-12-2016,Using a debit or ATM card,Bank account or service,CA,Unknown,Checking account,Referral,Yes,95818,0,1,1
Cumulus Financial,Closed with monetary relief,1295876,N/A,No,24-03-2015,23-03-2015,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,94578,0,1,1
Cumulus Financial,Closed with monetary relief,1417806,N/A,No,16-06-2015,11-06-2015,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,95670,0,1,1
Cumulus Financial,Closed with monetary relief,1843931,N/A,No,23-03-2016,22-03-2016,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,90249,0,1,1
Cumulus Financial,Closed with monetary relief,1945462,N/A,No,01-06-2016,27-05-2016,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,90810,0,1,1
Cumulus Financial,Closed with monetary relief,1985972,N/A,No,29-06-2016,27-06-2016,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,92346,0,1,1
Cumulus Financial,Closed with monetary relief,2046885,N/A,No,05-08-2016,04-08-2016,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,94131,0,1,1
Cumulus Financial,Closed with monetary relief,2237751,N/A,No,06-12-2016,06-12-2016,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,95136,0,1,1
Cumulus Financial,Closed with monetary relief,2252099,N/A,No,16-12-2016,15-12-2016,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,91354,0,1,1
Cumulus Financial,Closed with monetary relief,2265505,N/A,No,28-12-2016,27-12-2016,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,93420,0,1,1
Cumulus Financial,Closed with monetary relief,2425231,N/A,No,07-04-2017,07-04-2017,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,92543,0,1,1
Cumulus Financial,Closed with monetary relief,2432049,N/A,No,13-04-2017,12-04-2017,Deposits and withdrawals,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,91913,0,1,1
Cumulus Financial,Closed with monetary relief,1764835,N/A,No,02-02-2016,29-01-2016,Problems caused by my funds being low,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,92780,0,1,1
Cumulus Financial,Closed with monetary relief,2215690,N/A,No,18-11-2016,18-11-2016,Problems caused by my funds being low,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,915XX,0,1,1
Cumulus Financial,Closed with monetary relief,1443579,N/A,No,30-06-2015,29-06-2015,Using a debit or ATM card,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,935XX,0,1,1
Cumulus Financial,Closed with monetary relief,1744798,N/A,No,21-01-2016,16-01-2016,Using a debit or ATM card,Bank account or service,CA,Unknown,Other bank product/service,Referral,Yes,91321,0,1,1
Cumulus Financial,Closed with monetary relief,108006,N/A,No,03-07-2012,26-06-2012,Deposits and withdrawals,Bank account or service,CA,Unknown,Savings account,Referral,Yes,92545,0,1,1
Cumulus Financial,Closed with monetary relief,151865,N/A,No,18-09-2012,13-09-2012,Problems caused by my funds being low,Bank account or service,CA,Unknown,Savings account,Referral,Yes,92833,0,1,1
Cumulus Financial,Closed with monetary relief,1043415,N/A,No,30-09-2014,24-09-2014,Problems caused by my funds being low,Bank account or service,CA,Unknown,Savings account,Referral,Yes,95340,0,1,1
Cumulus Financial,Closed with monetary relief,289812,N/A,No,04-02-2013,01-02-2013,Using a debit or ATM card,Bank account or service,CA,Unknown,Savings account,Referral,Yes,94591,0,1,1
Cumulus Financial,Closed with monetary relief,140808,N/A,No,28-08-2012,23-08-2012,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,86442,0,1,1
Cumulus Financial,Closed with monetary relief,210239,N/A,No,14-12-2012,13-12-2012,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85201,0,1,1
Cumulus Financial,Closed with monetary relief,300122,N/A,No,07-02-2013,04-02-2013,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85326,0,1,1
Cumulus Financial,Closed with monetary relief,348147,N/A,No,12-03-2013,11-03-2013,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85018,0,1,1
Cumulus Financial,Closed with monetary relief,639485,N/A,No,26-12-2013,19-12-2013,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85019,0,1,1
Cumulus Financial,Closed with monetary relief,836561,N/A,No,06-05-2014,02-05-2014,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85303,0,1,1
Cumulus Financial,Closed with monetary relief,956227,N/A,No,30-07-2014,28-07-2014,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85029,0,1,1
Cumulus Financial,Closed with monetary relief,1035532,N/A,No,24-09-2014,18-09-2014,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85378,0,1,1
Cumulus Financial,Closed with monetary relief,2119601,N/A,No,20-09-2016,19-09-2016,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85015,0,1,1
Cumulus Financial,Closed with monetary relief,2192523,N/A,No,07-11-2016,03-11-2016,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85296,0,1,1
Cumulus Financial,Closed with monetary relief,2208388,N/A,No,15-11-2016,14-11-2016,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85296,0,1,1
Cumulus Financial,Closed with monetary relief,2366496,N/A,No,03-03-2017,01-03-2017,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,86401,0,1,1
Cumulus Financial,Closed with monetary relief,2405159,N/A,No,27-03-2017,27-03-2017,Deposits and withdrawals,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,86333,0,1,1
Cumulus Financial,Closed with monetary relief,168208,N/A,No,12-10-2012,09-10-2012,Problems caused by my funds being low,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85629,0,1,1
Cumulus Financial,Closed with monetary relief,445291,N/A,No,28-06-2013,27-06-2013,Problems caused by my funds being low,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85746,0,1,1
Cumulus Financial,Closed with monetary relief,654506,N/A,No,07-01-2014,03-01-2014,Problems caused by my funds being low,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85712,0,1,1
Cumulus Financial,Closed with monetary relief,956244,N/A,No,30-07-2014,28-07-2014,Problems caused by my funds being low,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,856XX,0,1,1
Cumulus Financial,Closed with monetary relief,1173829,N/A,No,31-12-2014,29-12-2014,Problems caused by my funds being low,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,86314,0,1,1
Cumulus Financial,Closed with monetary relief,1245172,N/A,No,24-02-2015,18-02-2015,Problems caused by my funds being low,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85635,0,1,1
Cumulus Financial,Closed with monetary relief,1302084,N/A,No,30-03-2015,26-03-2015,Problems caused by my funds being low,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85345,0,1,1
Cumulus Financial,Closed with monetary relief,1709977,N/A,No,22-12-2015,21-12-2015,Problems caused by my funds being low,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85234,0,1,1
Cumulus Financial,Closed with monetary relief,2375670,N/A,No,09-03-2017,07-03-2017,Problems caused by my funds being low,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85018,0,1,1
Cumulus Financial,Closed with monetary relief,2017580,N/A,No,19-07-2016,18-07-2016,Using a debit or ATM card,Bank account or service,AZ,Unknown,Checking account,Referral,Yes,85053,0,1,1
Cumulus Financial,Closed with monetary relief,1758710,N/A,No,27-01-2016,27-01-2016,Deposits and withdrawals,Bank account or service,AZ,Unknown,Other bank product/service,Referral,Yes,85035,0,1,1
Cumulus Financial,Closed with monetary relief,123439,N/A,No,30-07-2012,24-07-2012,Problems caused by my funds being low,Bank account or service,AZ,Unknown,Other bank product/service,Referral,Yes,857XX,0,1,1
Cumulus Financial,Closed with monetary relief,2060839,N/A,No,15-08-2016,12-08-2016,Deposits and withdrawals,Bank account or service,AZ,Unknown,Savings account,Referral,Yes,85255,0,1,1
Cumulus Financial,Closed with monetary relief,1967333,N/A,No,17-06-2016,14-06-2016,Problems caused by my funds being low,Bank account or service,UT,Unknown,Checking account,Referral,Yes,84043,0,1,1
Cumulus Financial,Closed with monetary relief,1864763,N/A,No,06-04-2016,05-04-2016,Using a debit or ATM card,Bank account or service,UT,Unknown,Checking account,Referral,Yes,840XX,0,1,1
Cumulus Financial,Closed with monetary relief,2294129,N/A,No,20-01-2017,18-01-2017,Deposits and withdrawals,Bank account or service,UT,Unknown,Other bank product/service,Referral,Yes,84029,0,1,1
Cumulus Financial,Closed with monetary relief,146861,N/A,No,07-09-2012,05-09-2012,Problems caused by my funds being low,Bank account or service,KS,Unknown,Checking account,Referral,Yes,660XX,0,1,1
Cumulus Financial,Closed with monetary relief,93918,N/A,No,06-06-2012,04-06-2012,Deposits and withdrawals,Bank account or service,AR,Unknown,Checking account,Referral,Yes,725XX,0,1,1
Cumulus Financial,Closed with monetary relief,191074,N/A,No,15-11-2012,14-11-2012,Deposits and withdrawals,Bank account or service,VA,Unknown,Checking account,Referral,Yes,23602,0,1,1
Cumulus Financial,Closed with monetary relief,207418,N/A,No,12-12-2012,11-12-2012,Deposits and withdrawals,Bank account or service,VA,Unknown,Checking account,Referral,Yes,22180,0,1,1
Cumulus Financial,Closed with monetary relief,325840,N/A,No,22-02-2013,21-02-2013,Problems caused by my funds being low,Bank account or service,VA,Unknown,Checking account,Referral,Yes,23060,0,1,1
Cumulus Financial,Closed with monetary relief,375154,N/A,No,08-04-2013,05-04-2013,Problems caused by my funds being low,Bank account or service,VA,Unknown,Checking account,Referral,Yes,223XX,0,1,1
Cumulus Financial,Closed with monetary relief,1033443,N/A,No,22-09-2014,17-09-2014,Problems caused by my funds being low,Bank account or service,VA,Unknown,Checking account,Referral,Yes,23235,0,1,1
Cumulus Financial,Closed with monetary relief,390698,N/A,No,26-04-2013,24-04-2013,Using a debit or ATM card,Bank account or service,VA,Unknown,Checking account,Referral,Yes,23831,0,1,1
Cumulus Financial,Closed with monetary relief,937073,N/A,No,18-07-2014,15-07-2014,Using a debit or ATM card,Bank account or service,VA,Unknown,Checking account,Referral,Yes,23503,0,1,1
Cumulus Financial,Closed with monetary relief,80671,N/A,No,25-05-2012,17-05-2012,Deposits and withdrawals,Bank account or service,NC,Unknown,Checking account,Referral,Yes,283XX,0,1,1
Cumulus Financial,Closed with monetary relief,103469,N/A,No,21-06-2012,18-06-2012,Deposits and withdrawals,Bank account or service,NC,Unknown,Checking account,Referral,Yes,27278,0,1,1
Cumulus Financial,Closed with monetary relief,210264,N/A,No,14-12-2012,13-12-2012,Deposits and withdrawals,Bank account or service,NC,Unknown,Checking account,Referral,Yes,27127,0,1,1
Cumulus Financial,Closed with monetary relief,274500,N/A,No,30-01-2013,29-01-2013,Deposits and withdrawals,Bank account or service,NC,Unknown,Checking account,Referral,Yes,28352,0,1,1
Cumulus Financial,Closed with monetary relief,346967,N/A,No,12-03-2013,09-03-2013,Deposits and withdrawals,Bank account or service,NC,Unknown,Checking account,Referral,Yes,27597,0,1,1
Cumulus Financial,Closed with monetary relief,734411,N/A,No,28-02-2014,26-02-2014,Deposits and withdrawals,Bank account or service,NC,Unknown,Checking account,Referral,Yes,28216,0,1,1
Cumulus Financial,Closed with monetary relief,766287,N/A,No,25-03-2014,19-03-2014,Deposits and withdrawals,Bank account or service,NC,Unknown,Checking account,Referral,Yes,27455,0,1,1
Cumulus Financial,Closed with monetary relief,1026310,N/A,No,17-09-2014,12-09-2014,Deposits and withdrawals,Bank account or service,NC,Unknown,Checking account,Referral,Yes,28334,0,1,1
Cumulus Financial,Closed with monetary relief,88550,N/A,No,30-05-2012,30-05-2012,Problems caused by my funds being low,Bank account or service,NC,Unknown,Checking account,Referral,Yes,273XX,0,1,1
Cumulus Financial,Closed with monetary relief,142508,N/A,No,28-08-2012,27-08-2012,Problems caused by my funds being low,Bank account or service,NC,Unknown,Checking account,Referral,Yes,27407,0,1,1
Cumulus Financial,Closed with monetary relief,443989,N/A,No,27-06-2013,27-06-2013,Problems caused by my funds being low,Bank account or service,NC,Unknown,Checking account,Referral,Yes,271XX,0,1,1
Cumulus Financial,Closed with monetary relief,529969,N/A,No,18-09-2013,16-09-2013,Problems caused by my funds being low,Bank account or service,NC,Unknown,Checking account,Referral,Yes,274XX,0,1,1
Cumulus Financial,Closed with monetary relief,116704,N/A,No,17-07-2012,12-07-2012,Using a debit or ATM card,Bank account or service,NC,Unknown,Checking account,Referral,Yes,273XX,0,1,1
Cumulus Financial,Closed with monetary relief,868381,N/A,No,02-06-2014,27-05-2014,Using a debit or ATM card,Bank account or service,NC,Unknown,Checking account,Referral,Yes,28025,0,1,1
Cumulus Financial,Closed with monetary relief,381631,N/A,No,15-04-2013,12-04-2013,Deposits and withdrawals,Bank account or service,DC,Unknown,Checking account,Referral,Yes,20011,0,1,1
Cumulus Financial,Closed with monetary relief,158908,N/A,No,27-09-2012,26-09-2012,Using a debit or ATM card,Bank account or service,DC,Unknown,Checking account,Referral,Yes,200XX,0,1,1
Cumulus Financial,Closed with monetary relief,225358,N/A,No,11-01-2013,09-01-2013,Deposits and withdrawals,Bank account or service,NM,Unknown,Checking account,Referral,Yes,87114,0,1,1
Cumulus Financial,Closed with monetary relief,664309,N/A,No,13-01-2014,10-01-2014,Deposits and withdrawals,Bank account or service,NM,Unknown,Checking account,Referral,Yes,87124,0,1,1
Cumulus Financial,Closed with monetary relief,2048353,N/A,No,09-08-2016,05-08-2016,Deposits and withdrawals,Bank account or service,NM,Unknown,Checking account,Referral,Yes,87192,0,1,1
Cumulus Financial,Closed with monetary relief,366405,N/A,No,28-03-2013,26-03-2013,Problems caused by my funds being low,Bank account or service,NM,Unknown,Checking account,Referral,Yes,87110,0,1,1
Cumulus Financial,Closed with monetary relief,217770,N/A,No,28-12-2012,25-12-2012,Deposits and withdrawals,Bank account or service,OK,Unknown,Checking account,Referral,Yes,73110,0,1,1
Cumulus Financial,Closed with monetary relief,1337392,N/A,No,21-04-2015,20-04-2015,Problems caused by my funds being low,Bank account or service,OK,Unknown,Checking account,Referral,Yes,73071,0,1,1
Cumulus Financial,Closed with monetary relief,1653283,N/A,No,16-11-2015,13-11-2015,Using a debit or ATM card,Bank account or service,OK,Unknown,Checking account,Referral,Yes,73071,0,1,1
Cumulus Financial,Closed with monetary relief,1161041,N/A,No,18-12-2014,17-12-2014,Deposits and withdrawals,Bank account or service,OK,Unknown,Other bank product/service,Referral,Yes,74008,0,1,1
Cumulus Financial,Closed with monetary relief,109245,N/A,No,02-07-2012,27-06-2012,Deposits and withdrawals,Bank account or service,LA,Unknown,Checking account,Referral,Yes,707XX,0,1,1
Cumulus Financial,Closed with monetary relief,160138,N/A,No,26-09-2012,26-09-2012,Deposits and withdrawals,Bank account or service,LA,Unknown,Checking account,Referral,Yes,70810,0,1,1
Cumulus Financial,Closed with monetary relief,146967,N/A,No,07-09-2012,05-09-2012,Problems caused by my funds being low,Bank account or service,LA,Unknown,Checking account,Referral,Yes,70115,0,1,1
Cumulus Financial,Closed with monetary relief,423656,N/A,No,04-06-2013,03-06-2013,Problems caused by my funds being low,Bank account or service,LA,Unknown,Checking account,Referral,Yes,70122,0,1,1
Cumulus Financial,Closed with monetary relief,2087127,N/A,No,01-09-2016,30-08-2016,Problems caused by my funds being low,Bank account or service,LA,Unknown,Checking account,Referral,Yes,700XX,0,1,1
Cumulus Financial,Closed with monetary relief,2381310,N/A,No,14-03-2017,10-03-2017,Using a debit or ATM card,Bank account or service,LA,Unknown,Checking account,Referral,Yes,70127,0,1,1
Cumulus Financial,Closed with monetary relief,1610888,N/A,No,20-10-2015,16-10-2015,Deposits and withdrawals,Bank account or service,LA,Unknown,Other bank product/service,Referral,Yes,70005,0,1,1
Cumulus Financial,Closed with monetary relief,2251851,N/A,No,16-12-2016,15-12-2016,Deposits and withdrawals,Bank account or service,LA,Unknown,Other bank product/service,Referral,Yes,70131,0,1,1
Cumulus Financial,Closed with monetary relief,2390543,N/A,No,17-03-2017,16-03-2017,Problems caused by my funds being low,Bank account or service,LA,Unknown,Other bank product/service,Referral,Yes,70123,0,1,1
Cumulus Financial,Closed with monetary relief,2233871,N/A,No,02-12-2016,02-12-2016,Using a debit or ATM card,Bank account or service,LA,Unknown,Other bank product/service,Referral,Yes,71201,0,1,1
Cumulus Financial,Closed with monetary relief,2376826,N/A,No,10-04-2017,09-03-2017,Using a debit or ATM card,Bank account or service,LA,Unknown,Other bank product/service,Referral,Yes,70381,0,1,1
Cumulus Financial,Closed with monetary relief,2225638,N/A,No,29-11-2016,28-11-2016,Deposits and withdrawals,Bank account or service,LA,Unknown,Savings account,Referral,Yes,70508,0,1,1
Cumulus Financial,Closed with monetary relief,341356,N/A,No,05-03-2013,04-03-2013,Using a debit or ATM card,Bank account or service,MS,Unknown,Checking account,Referral,Yes,39157,0,1,1
Cumulus Financial,Closed with monetary relief,136349,N/A,No,17-08-2012,15-08-2012,Deposits and withdrawals,Bank account or service,AL,Unknown,Checking account,Referral,Yes,35215,0,1,1
Cumulus Financial,Closed with monetary relief,512958,N/A,No,05-09-2013,03-09-2013,Deposits and withdrawals,Bank account or service,AL,Unknown,Checking account,Referral,Yes,35209,0,1,1
Cumulus Financial,Closed with monetary relief,1083265,N/A,No,27-10-2014,23-10-2014,Deposits and withdrawals,Bank account or service,AL,Unknown,Checking account,Referral,Yes,35244,0,1,1
Cumulus Financial,Closed with monetary relief,230189,N/A,No,15-01-2013,14-01-2013,Problems caused by my funds being low,Bank account or service,AL,Unknown,Checking account,Referral,Yes,36605,0,1,1
Cumulus Financial,Closed with monetary relief,124847,N/A,No,02-08-2012,26-07-2012,Deposits and withdrawals,Bank account or service,SC,Unknown,Checking account,Referral,Yes,29687,0,1,1
Cumulus Financial,Closed with monetary relief,399112,N/A,No,07-05-2013,03-05-2013,Problems caused by my funds being low,Bank account or service,SC,Unknown,Checking account,Referral,Yes,29485,0,1,1
Cumulus Financial,Closed with monetary relief,902831,N/A,No,24-06-2014,19-06-2014,Problems caused by my funds being low,Bank account or service,SC,Unknown,Checking account,Referral,Yes,29730,0,1,1
Cumulus Financial,Closed with monetary relief,212945,N/A,No,20-12-2012,19-12-2012,Deposits and withdrawals,Bank account or service,TX,Unknown,(CD) Certificate of deposit,Referral,Yes,77062,0,1,1
Cumulus Financial,Closed with monetary relief,86328,N/A,No,29-05-2012,21-05-2012,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78240,0,1,1
Cumulus Financial,Closed with monetary relief,99739,N/A,No,14-06-2012,11-06-2012,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,75228,0,1,1
Cumulus Financial,Closed with monetary relief,111225,N/A,No,09-07-2012,02-07-2012,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76208,0,1,1
Cumulus Financial,Closed with monetary relief,126406,N/A,No,31-07-2012,30-07-2012,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77489,0,1,1
Cumulus Financial,Closed with monetary relief,151044,N/A,No,13-09-2012,13-09-2012,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76028,0,1,1
Cumulus Financial,Closed with monetary relief,157903,N/A,No,25-09-2012,24-09-2012,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,75040,0,1,1
Cumulus Financial,Closed with monetary relief,170862,N/A,No,16-10-2012,12-10-2012,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76133,0,1,1
Cumulus Financial,Closed with monetary relief,275704,N/A,No,30-01-2013,29-01-2013,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77339,0,1,1
Cumulus Financial,Closed with monetary relief,310135,N/A,No,11-02-2013,07-02-2013,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76522,0,1,1
Cumulus Financial,Closed with monetary relief,372875,N/A,No,03-04-2013,02-04-2013,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77012,0,1,1
Cumulus Financial,Closed with monetary relief,490255,N/A,No,19-08-2013,15-08-2013,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,75024,0,1,1
Cumulus Financial,Closed with monetary relief,633614,N/A,No,16-12-2013,13-12-2013,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76244,0,1,1
Cumulus Financial,Closed with monetary relief,666583,N/A,No,15-01-2014,13-01-2014,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78516,0,1,1
Cumulus Financial,Closed with monetary relief,724814,N/A,No,25-02-2014,21-02-2014,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77642,0,1,1
Cumulus Financial,Closed with monetary relief,841001,N/A,No,12-05-2014,07-05-2014,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77627,0,1,1
Cumulus Financial,Closed with monetary relief,872637,N/A,No,04-06-2014,29-05-2014,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76262,0,1,1
Cumulus Financial,Closed with monetary relief,960336,N/A,No,01-08-2014,30-07-2014,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78727,0,1,1
Cumulus Financial,Closed with monetary relief,1062790,N/A,No,15-10-2014,08-10-2014,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76040,0,1,1
Cumulus Financial,Closed with monetary relief,1098390,N/A,No,06-11-2014,03-11-2014,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77095,0,1,1
Cumulus Financial,Closed with monetary relief,1106106,N/A,No,13-11-2014,06-11-2014,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76105,0,1,1
Cumulus Financial,Closed with monetary relief,1132685,N/A,No,26-11-2014,21-11-2014,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76018,0,1,1
Cumulus Financial,Closed with monetary relief,1152733,N/A,No,15-12-2014,11-12-2014,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78542,0,1,1
Cumulus Financial,Closed with monetary relief,1287703,N/A,No,23-03-2015,17-03-2015,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78230,0,1,1
Cumulus Financial,Closed with monetary relief,1349429,N/A,No,29-04-2015,27-04-2015,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76244,0,1,1
Cumulus Financial,Closed with monetary relief,1387512,N/A,No,27-05-2015,21-05-2015,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78660,0,1,1
Cumulus Financial,Closed with monetary relief,1397186,N/A,No,01-06-2015,29-05-2015,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77053,0,1,1
Cumulus Financial,Closed with monetary relief,1653346,N/A,No,16-11-2015,13-11-2015,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77845,0,1,1
Cumulus Financial,Closed with monetary relief,1763136,N/A,No,01-02-2016,28-01-2016,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77502,0,1,1
Cumulus Financial,Closed with monetary relief,1956408,N/A,No,08-06-2016,06-06-2016,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77063,0,1,1
Cumulus Financial,Closed with monetary relief,2184107,N/A,No,01-11-2016,28-10-2016,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78758,0,1,1
Cumulus Financial,Closed with monetary relief,2375607,N/A,No,09-03-2017,07-03-2017,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,77584,0,1,1
Cumulus Financial,Closed with monetary relief,2402663,N/A,No,24-03-2017,24-03-2017,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78249,0,1,1
Cumulus Financial,Closed with monetary relief,2411531,N/A,No,31-03-2017,30-03-2017,Deposits and withdrawals,Bank account or service,TX,Unknown,Checking account,Referral,Yes,75007,0,1,1
Cumulus Financial,Closed with monetary relief,94060,N/A,No,06-06-2012,05-06-2012,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78641,0,1,1
Cumulus Financial,Closed with monetary relief,148779,N/A,No,10-09-2012,07-09-2012,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,75032,0,1,1
Cumulus Financial,Closed with monetary relief,151654,N/A,No,13-09-2012,12-09-2012,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76901,0,1,1
Cumulus Financial,Closed with monetary relief,160097,N/A,No,27-09-2012,26-09-2012,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,752XX,0,1,1
Cumulus Financial,Closed with monetary relief,217173,N/A,No,27-12-2012,25-12-2012,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76012,0,1,1
Cumulus Financial,Closed with monetary relief,230225,N/A,No,15-01-2013,14-01-2013,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78228,0,1,1
Cumulus Financial,Closed with monetary relief,474415,N/A,No,07-08-2013,05-08-2013,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76063,0,1,1
Cumulus Financial,Closed with monetary relief,599516,N/A,No,18-11-2013,15-11-2013,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,78729,0,1,1
Cumulus Financial,Closed with monetary relief,685490,N/A,No,04-02-2014,25-01-2014,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,786XX,0,1,1
Cumulus Financial,Closed with monetary relief,766270,N/A,No,25-03-2014,19-03-2014,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,76135,0,1,1
Cumulus Financial,Closed with monetary relief,889531,N/A,No,13-06-2014,11-06-2014,Problems caused by my funds being low,Bank account or service,TX,Unknown,Checking account,Referral,Yes,79932,0,1,1
